produk042;Produk 042;;Produk 042;produk-042-1;;0;;deskripsi produk;;;1;8;3;hastag produk;92300;97000;0;0;1;1;1;0;0;4;1;1
produk043;Produk 043;;Produk 043;produk-043-1;;0;;deskripsi produk;;;1;9;5;hastag produk;16800;22000;0;0;1;1;1;0;0;4;1;1
produk044;Produk 044;;Produk 044;produk-044-1;;0;;deskripsi produk;;;1;10;2;hastag produk;69000;74000;0;0;1;1;1;0;0;4;1;1
produk045;Produk 045;;Produk 045;produk-045-1;;0;;deskripsi produk;;;1;11;1;hastag produk;23500;28000;0;0;1;1;1;0;0;4;1;1
produk046;Produk 046;;Produk 046;produk-046-1;;0;;deskripsi produk;;;1;12;3;hastag produk;77900;83000;0;0;1;1;1;0;0;4;1;1
produk047;Produk 047;;Produk 047;produk-047-1;;0;;deskripsi produk;;;1;13;4;hastag produk;41200;46000;0;0;1;1;1;0;0;4;1;1
produk048;Produk 048;;Produk 048;produk-048-1;;0;;deskripsi produk;;;1;14;1;hastag produk;85700;91000;0;0;1;1;1;0;0;4;1;1
produk049;Produk 049;;Produk 049;produk-049-1;;0;;deskripsi produk;;;1;15;2;hastag produk;59000;64000;0;0;1;1;1;0;0;4;1;1
produk050;Produk 050;;Produk 050;produk-050-1;;0;;deskripsi produk;;;1;16;3;hastag produk;93500;98000;0;0;1;1;1;0;0;4;1;1
produk001;Produk 001;;Produk 001;produk-001-2;;0;;deskripsi produk;;;2;7;5;hastag produk;17900;23000;0;0;1;1;1;0;0;4;1;1
produk002;Produk 002;;Produk 002;produk-002-2;;0;;deskripsi produk;;;2;8;5;hastag produk;70100;75000;0;0;1;1;1;0;0;4;1;1
produk003;Produk 003;;Produk 003;produk-003-2;;0;;deskripsi produk;;;2;9;2;hastag produk;24600;30000;0;0;1;1;1;0;0;4;1;1
produk004;Produk 004;;Produk 004;produk-004-2;;0;;deskripsi produk;;;2;10;1;hastag produk;78900;84000;0;0;1;1;1;0;0;4;1;1
produk005;Produk 005;;Produk 005;produk-005-2;;0;;deskripsi produk;;;2;11;3;hastag produk;42300;47000;0;0;1;1;1;0;0;4;1;1
produk006;Produk 006;;Produk 006;produk-006-2;;0;;deskripsi produk;;;2;12;4;hastag produk;86800;92000;0;0;1;1;1;0;0;4;1;1
produk007;Produk 007;;Produk 007;produk-007-2;;0;;deskripsi produk;;;2;13;3;hastag produk;60100;65000;0;0;1;1;1;0;0;4;1;1
produk008;Produk 008;;Produk 008;produk-008-2;;0;;deskripsi produk;;;2;14;4;hastag produk;94600;100000;0;0;1;1;1;0;0;4;1;1
produk009;Produk 009;;Produk 009;produk-009-2;;0;;deskripsi produk;;;2;15;5;hastag produk;18900;24000;0;0;1;1;1;0;0;4;1;1
produk010;Produk 010;;Produk 010;produk-010-2;;0;;deskripsi produk;;;2;16;1;hastag produk;71200;76000;0;0;1;1;1;0;0;4;1;1
produk011;Produk 011;;Produk 011;produk-011-2;;0;;deskripsi produk;;;2;7;2;hastag produk;25700;31000;0;0;1;1;1;0;0;4;1;1
produk012;Produk 012;;Produk 012;produk-012-2;;0;;deskripsi produk;;;2;8;1;hastag produk;79000;84000;0;0;1;1;1;0;0;4;1;1
produk013;Produk 013;;Produk 013;produk-013-2;;0;;deskripsi produk;;;2;9;5;hastag produk;43500;48000;0;0;1;1;1;0;0;4;1;1
produk014;Produk 014;;Produk 014;produk-014-2;;0;;deskripsi produk;;;2;10;5;hastag produk;87900;93000;0;0;1;1;1;0;0;4;1;1
produk015;Produk 015;;Produk 015;produk-015-2;;0;;deskripsi produk;;;2;11;2;hastag produk;61200;66000;0;0;1;1;1;0;0;4;1;1
produk016;Produk 016;;Produk 016;produk-016-2;;0;;deskripsi produk;;;2;12;1;hastag produk;95700;101000;0;0;1;1;1;0;0;4;1;1
produk017;Produk 017;;Produk 017;produk-017-2;;0;;deskripsi produk;;;2;13;3;hastag produk;19000;24000;0;0;1;1;1;0;0;4;1;1
produk018;Produk 018;;Produk 018;produk-018-2;;0;;deskripsi produk;;;2;14;4;hastag produk;72300;77000;0;0;1;1;1;0;0;4;1;1
produk019;Produk 019;;Produk 019;produk-019-2;;0;;deskripsi produk;;;2;15;3;hastag produk;26800;32000;0;0;1;1;1;0;0;4;1;1
produk020;Produk 020;;Produk 020;produk-020-2;;0;;deskripsi produk;;;2;16;4;hastag produk;80100;85000;0;0;1;1;1;0;0;4;1;1
produk021;Produk 021;;Produk 021;produk-021-2;;0;;deskripsi produk;;;2;7;5;hastag produk;44600;50000;0;0;1;1;1;0;0;4;1;1
produk022;Produk 022;;Produk 022;produk-022-2;;0;;deskripsi produk;;;2;8;1;hastag produk;88900;94000;0;0;1;1;1;0;0;4;1;1
produk023;Produk 023;;Produk 023;produk-023-2;;0;;deskripsi produk;;;2;9;2;hastag produk;62300;67000;0;0;1;1;1;0;0;4;1;1
produk024;Produk 024;;Produk 024;produk-024-2;;0;;deskripsi produk;;;2;10;1;hastag produk;96800;102000;0;0;1;1;1;0;0;4;1;1
produk025;Produk 025;;Produk 025;produk-025-2;;0;;deskripsi produk;;;2;11;5;hastag produk;20100;25000;0;0;1;1;1;0;0;4;1;1
produk026;Produk 026;;Produk 026;produk-026-2;;0;;deskripsi produk;;;2;12;2;hastag produk;73500;78000;0;0;1;1;1;0;0;4;1;1
produk027;Produk 027;;Produk 027;produk-027-2;;0;;deskripsi produk;;;2;13;1;hastag produk;27900;33000;0;0;1;1;1;0;0;4;1;1
produk028;Produk 028;;Produk 028;produk-028-2;;0;;deskripsi produk;;;2;14;5;hastag produk;81200;86000;0;0;1;1;1;0;0;4;1;1
produk029;Produk 029;;Produk 029;produk-029-2;;0;;deskripsi produk;;;2;15;2;hastag produk;45700;51000;0;0;1;1;1;0;0;4;1;1
produk030;Produk 030;;Produk 030;produk-030-2;;0;;deskripsi produk;;;2;16;1;hastag produk;89000;94000;0;0;1;1;1;0;0;4;1;1
produk031;Produk 031;;Produk 031;produk-031-2;;0;;deskripsi produk;;;2;7;3;hastag produk;63500;68000;0;0;1;1;1;0;0;4;1;1
produk032;Produk 032;;Produk 032;produk-032-2;;0;;deskripsi produk;;;2;8;4;hastag produk;97900;103000;0;0;1;1;1;0;0;4;1;1
produk033;Produk 033;;Produk 033;produk-033-2;;0;;deskripsi produk;;;2;9;3;hastag produk;21200;26000;0;0;1;1;1;0;0;4;1;1
produk034;Produk 034;;Produk 034;produk-034-2;;0;;deskripsi produk;;;2;10;4;hastag produk;74600;80000;0;0;1;1;1;0;0;4;1;1
produk035;Produk 035;;Produk 035;produk-035-2;;0;;deskripsi produk;;;2;11;5;hastag produk;28900;34000;0;0;1;1;1;0;0;4;1;1
produk036;Produk 036;;Produk 036;produk-036-2;;0;;deskripsi produk;;;2;12;1;hastag produk;82300;87000;0;0;1;1;1;0;0;4;1;1
produk037;Produk 037;;Produk 037;produk-037-2;;0;;deskripsi produk;;;2;13;2;hastag produk;46800;52000;0;0;1;1;1;0;0;4;1;1
produk038;Produk 038;;Produk 038;produk-038-2;;0;;deskripsi produk;;;2;14;1;hastag produk;90100;95000;0;0;1;1;1;0;0;4;1;1
produk039;Produk 039;;Produk 039;produk-039-2;;0;;deskripsi produk;;;2;15;5;hastag produk;64600;70000;0;0;1;1;1;0;0;4;1;1
produk040;Produk 040;;Produk 040;produk-040-2;;0;;deskripsi produk;;;2;16;2;hastag produk;98900;104000;0;0;1;1;1;0;0;4;1;1
produk041;Produk 041;;Produk 041;produk-041-2;;0;;deskripsi produk;;;2;7;1;hastag produk;22300;27000;0;0;1;1;1;0;0;4;1;1
produk042;Produk 042;;Produk 042;produk-042-2;;0;;deskripsi produk;;;2;8;3;hastag produk;75700;81000;0;0;1;1;1;0;0;4;1;1
produk043;Produk 043;;Produk 043;produk-043-2;;0;;deskripsi produk;;;2;9;4;hastag produk;29000;34000;0;0;1;1;1;0;0;4;1;1
produk044;Produk 044;;Produk 044;produk-044-2;;0;;deskripsi produk;;;2;10;1;hastag produk;83500;88000;0;0;1;1;1;0;0;4;1;1
produk045;Produk 045;;Produk 045;produk-045-2;;0;;deskripsi produk;;;2;11;4;hastag produk;47900;53000;0;0;1;1;1;0;0;4;1;1
produk046;Produk 046;;Produk 046;produk-046-2;;0;;deskripsi produk;;;2;12;1;hastag produk;91200;96000;0;0;1;1;1;0;0;4;1;1
produk047;Produk 047;;Produk 047;produk-047-2;;0;;deskripsi produk;;;2;13;3;hastag produk;65700;71000;0;0;1;1;1;0;0;4;1;1
produk048;Produk 048;;Produk 048;produk-048-2;;0;;deskripsi produk;;;2;14;3;hastag produk;99000;104000;0;0;1;1;1;0;0;4;1;1
produk049;Produk 049;;Produk 049;produk-049-2;;0;;deskripsi produk;;;2;15;2;hastag produk;23500;28000;0;0;1;1;1;0;0;4;1;1
produk050;Produk 050;;Produk 050;produk-050-2;;0;;deskripsi produk;;;2;16;1;hastag produk;76800;82000;0;0;1;1;1;0;0;4;1;1
